"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","occurrenceRemarks","recordedBy","month","day","preparationType","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","county","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","typeStatus","previousCatalogNumber","sex"
"1","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581923","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581923; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581897","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581897; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581906","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581906; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581905","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581905; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581904","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581904; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581903","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581903; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581902","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581902; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581901","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581901; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581900","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581900; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581899","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581899; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581895","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581895; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581892","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581892; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581891","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581891; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581907","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581907; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581908","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581908; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581909","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581909; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581910","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581910; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581911","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581911; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581912","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581912; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 581915","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","albimanus","Anopheles albimanus","Wiedemann","1988","South America","Colombia","Bogota Department","Bogota","-74.183333","4.25","1","ENT number 581915; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682449","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","darlingi","Anopheles darlingi","Root","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682449; lot count 1","Johns Hopkins School of Hygiene (Public Health)","06","16","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682450","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","darlingi","Anopheles darlingi","Root","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682450; lot count 1","Johns Hopkins School of Hygiene (Public Health)","06","16","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682451","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","darlingi","Anopheles darlingi","Root","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682451; lot count 1","Johns Hopkins School of Hygiene (Public Health)","06","16","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682452","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","darlingi","Anopheles darlingi","Root","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682452; lot count 1","Johns Hopkins School of Hygiene (Public Health)","06","16","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682453","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","darlingi","Anopheles darlingi","Root","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682453; lot count 1","Johns Hopkins School of Hygiene (Public Health)","06","16","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682454","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","darlingi","Anopheles darlingi","Root","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682454; lot count 1","Johns Hopkins School of Hygiene (Public Health)","06","16","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682455","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","darlingi","Anopheles darlingi","Root","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682455; lot count 1","Johns Hopkins School of Hygiene (Public Health)","06","16","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682456","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","darlingi","Anopheles darlingi","Root","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682456; lot count 1","Johns Hopkins School of Hygiene (Public Health)","06","16","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682457","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","darlingi","Anopheles darlingi","Root","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682457; lot count 1","Johns Hopkins School of Hygiene (Public Health)","06","16","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682458","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","darlingi","Anopheles darlingi","Root","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682458; lot count 1","Johns Hopkins School of Hygiene (Public Health)","06","16","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682459","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","darlingi","Anopheles darlingi","Root","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682459; lot count 1","Johns Hopkins School of Hygiene (Public Health)","06","16","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-08-02 18:45:28-03","YPM","YPM-ENT","YPM ENT 682460","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","darlingi","Anopheles darlingi","Root","1947","South America","Colombia","Meta Department","Villavicencio","-76.125","8.456389","1","ENT number 682460; lot count 1","Johns Hopkins School of Hygiene (Public Health), Robert C. Wallis","06","16","slide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581122","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581122; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581219","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581219; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581218","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581218; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581217","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581217; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581214","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581214; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581212","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581212; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581209","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581209; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581197","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581197; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581196","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581196; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581195","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581195; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581194","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581194; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581193","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581193; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581192","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581192; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581191","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581191; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581190","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581190; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581189","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581189; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581188","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581188; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581187","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581187; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581164","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581164; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581163","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581163; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581162","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581162; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581161","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581161; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581160","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581160; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581159","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581159; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581158","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581158; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581157","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581157; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581155","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581155; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581154","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581154; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581129","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581129; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581128","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581128; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581127","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581127; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-07-21 18:45:22-03","YPM","YPM-ENT","YPM ENT 581126","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","neivai","Anopheles neivai","Howard","1988","South America","Colombia","Valle Del Cauca Department","Cali","-75.607808","8.850483","1","ENT number 581126; lot count 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
