"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","occurrenceRemarks","recordedBy","month","day","preparationType","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","county","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","typeStatus","previousCatalogNumber","sex"
"2283","2018-01-11 15:58:22-02","Fiocruz","FIOCRUZ-CMN","25187","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","fluminensis","Anopheles fluminensis","Root, 1927","1937",NA,"Brasil","Mato Grosso do Sul","Posto Índio","-54.8055992126465","-22.2210998535156",NA,NA,"RC Shannon e DC Alves","04","17",NA,"GV Santos","1941",NA,NA,"08","Dourados",NA,NA,"13","74744","auto",NA,NA,"F"
"2284","2018-01-11 15:58:22-02","Fiocruz","FIOCRUZ-CMN","25187","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","fluminensis","Anopheles fluminensis","Root, 1927","1937",NA,"Brasil","Mato Grosso do Sul","Posto Índio","-54.8055992126465","-22.2210998535156",NA,NA,"RC Shannon e DC Alves","04","17",NA,"GV Santos","1941",NA,NA,"08","Dourados",NA,NA,"13","74744","auto",NA,NA,"F"
"2285","2018-01-11 15:58:22-02","Fiocruz","FIOCRUZ-CMN","25192","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","fluminensis","Anopheles fluminensis","Root, 1927","1937",NA,"Brasil","Mato Grosso do Sul","Posto Índio","-54.8055992126465","-22.2210998535156",NA,NA,"RC Shannon e DC Alves","04","25",NA,"GV Santos","1941",NA,NA,"08","Dourados",NA,NA,"14","74744","auto",NA,NA,"F"
"2286","2018-01-11 15:58:23-02","Fiocruz","FIOCRUZ-CMN","4412","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","fluminensis","Anopheles fluminensis","Root, 1927","1935",NA,"Brasil","Goiás","Fazenda Serra Abaixo","-49.4961013793945","-16.3577995300293",NA,NA,"J Paternostro","04","09",NA,NA,NA,NA,NA,NA,"Inhumas",NA,NA,NA,"22031","auto",NA,NA,"F"
"2287","2018-01-11 15:58:23-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","fluminensis","Anopheles fluminensis","Root, 1927","1938",NA,"Brasil","Mato Grosso do Sul",NA,"-55.1683006286621","-21.6144008636475",NA,NA,"SFA","03",NA,NA,NA,NA,NA,NA,NA,"Maracaju",NA,NA,NA,"77391","auto",NA,NA,"F"
"2288","2018-01-11 15:58:23-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","fluminensis","Anopheles fluminensis","Root, 1927","1938",NA,"Brasil","Mato Grosso do Sul",NA,"-55.1683006286621","-21.6144008636475",NA,NA,"SFA","03",NA,NA,NA,NA,NA,NA,NA,"Maracaju",NA,NA,NA,"77391","auto",NA,NA,"F"
"2289","2018-01-11 15:58:23-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","fluminensis","Anopheles fluminensis","Root, 1927","1938",NA,"Brasil","Mato Grosso do Sul",NA,"-55.1683006286621","-21.6144008636475",NA,NA,"SFA","03",NA,NA,NA,NA,NA,NA,NA,"Maracaju",NA,NA,NA,"77391","auto",NA,NA,"F"
"2290","2018-01-11 15:58:23-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","fluminensis","Anopheles fluminensis","Root, 1927","1938",NA,"Brasil","Mato Grosso do Sul",NA,"-55.1683006286621","-21.6144008636475",NA,NA,"SFA","03",NA,NA,NA,NA,NA,NA,NA,"Maracaju",NA,NA,NA,"77391","auto",NA,NA,"F"
"2291","2018-01-11 15:58:22-02","Fiocruz","FIOCRUZ-CMN","21924","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","fluminensis","Anopheles fluminensis","Root, 1927","1940",NA,"Brasil","Rio de Janeiro","Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"C Ciardelli e J Mata","05",NA,NA,NA,NA,NA,NA,NA,"Nova Iguaçu",NA,NA,NA,"25743","auto",NA,NA,"F"
"2292","2018-01-11 15:58:23-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","fluminensis","Anopheles fluminensis","Root, 1927","1938",NA,"Brasil","Rio de Janeiro",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Petrópolis",NA,NA,NA,"36524","auto",NA,NA,"F"
"2293","2018-01-11 15:58:23-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","fluminensis","Anopheles fluminensis","Root, 1927","1938",NA,"Brasil","Rio de Janeiro",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Petrópolis",NA,NA,NA,"36524","auto",NA,NA,"F"
"2294","2018-01-11 15:58:20-02","Fiocruz","FIOCRUZ-CMN","11152-11","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","fluminensis","Anopheles fluminensis","Root, 1927",NA,NA,"Brasil","São Paulo","Morumbi","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,"53584","auto",NA,NA,"F"
"2295","2018-01-11 15:58:23-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","galvaoi","Anopheles galvaoi","Causey, Deane & Deane, 1943",NA,NA,"Brasil","Minas Gerais",NA,"-44.9143981933594","-16.8610992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ibiaí",NA,NA,NA,"31700","auto",NA,NA,"F"
"2296","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","18600","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Paraná",NA,"-51.4244003295898","-23.4193992614746",NA,NA,"YA Correa","07","22",NA,NA,NA,NA,NA,NA,"Arapongas",NA,NA,NA,"18630","auto",NA,NA,"F"
"2297","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","18600","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Paraná",NA,"-51.4244003295898","-23.4193992614746",NA,NA,"YA Correa","07","22",NA,NA,NA,NA,NA,NA,"Arapongas",NA,NA,NA,"18630","auto",NA,NA,"F"
"2298","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","20674","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1939",NA,"Brasil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,"J Souza","04","16",NA,"AF Costa","1939",NA,NA,"05","Blumenau",NA,NA,"04","34291","auto",NA,NA,"F"
"2299","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro","Fazenda Martinez","-42.6530990600586","-22.4624996185303",NA,NA,"SFA","05",NA,NA,NA,NA,NA,NA,NA,"Cachoeiras de Macacu",NA,NA,NA,"32671","auto",NA,NA,"F"
"2300","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro","Fazenda Martinez","-42.6530990600586","-22.4624996185303",NA,NA,"SFA","05",NA,NA,NA,NA,NA,NA,NA,"Cachoeiras de Macacu",NA,NA,NA,"32671","auto",NA,NA,"F"
"2301","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","12873","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná",NA,"-48.5746994018555","-25.8827991485596",NA,NA,"GB Fairchild","03","27",NA,NA,NA,NA,NA,NA,"Guaratuba",NA,NA,NA,"41937","auto",NA,NA,"F"
"2302","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","12873","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná",NA,"-48.5746994018555","-25.8827991485596",NA,NA,"GB Fairchild","03","27",NA,NA,NA,NA,NA,NA,"Guaratuba",NA,NA,NA,"41937","auto",NA,NA,"F"
"2303","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","12873","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná",NA,"-48.5746994018555","-25.8827991485596",NA,NA,"GB Fairchild","03","27",NA,NA,NA,NA,NA,NA,"Guaratuba",NA,NA,NA,"41937","auto",NA,NA,"F"
"2304","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","21961","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1940",NA,"Brasil","Bahia","Fazenda Santo Antônio","-39.2803001403809","-14.7855997085571",NA,NA,"V Oliveira","06","17",NA,"AF Costa","1940",NA,NA,"06","Itabuna",NA,NA,"26","30592","auto",NA,NA,"F"
"2305","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","21962","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1940",NA,"Brasil","Bahia","Fazenda Santo Antônio","-39.2803001403809","-14.7855997085571",NA,NA,"V Oliveira","06","17",NA,"AF Costa","1940",NA,NA,"06","Itabuna",NA,NA,"26","30592","auto",NA,NA,"F"
"2306","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"SFA","03",NA,NA,NA,NA,NA,NA,NA,"Itatiaia",NA,NA,NA,"19648","auto",NA,NA,"F"
"2307","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","14330","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Santa Catarina","Itaún","-48.8456001281738","-26.3043994903564",NA,NA,"Cavalcanti","07","12",NA,NA,NA,NA,NA,NA,"Joinvile",NA,NA,NA,"37150","auto",NA,NA,"F"
"2308","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","14330","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Santa Catarina","Itaún","-48.8456001281738","-26.3043994903564",NA,NA,"Cavalcanti","07","12",NA,NA,NA,NA,NA,NA,"Joinvile",NA,NA,NA,"37150","auto",NA,NA,"F"
"2309","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","14334","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Santa Catarina","Itaún","-48.8456001281738","-26.3043994903564",NA,NA,"Cavalcanti","07","13",NA,NA,NA,NA,NA,NA,"Joinvile",NA,NA,NA,"37150","auto",NA,NA,"F"
"2310","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","14336","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Santa Catarina","Itaún","-48.8456001281738","-26.3043994903564",NA,NA,"Cavalcanti","07","13",NA,NA,NA,NA,NA,NA,"Joinvile",NA,NA,NA,"37150","auto",NA,NA,"F"
"2311","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","13252","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná",NA,"-51.1627998352051","-23.3103008270264",NA,"Lâminas: 3738","Antônio","03","13",NA,NA,NA,NA,NA,NA,"Londrina",NA,NA,NA,"63728","auto",NA,NA,"M"
"2312","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2313","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2314","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","10",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2315","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2316","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","10",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2317","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","10",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2318","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2319","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2320","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2321","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2322","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2323","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2324","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2325","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2326","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2327","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","06",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2328","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2329","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-44.040599822998","-22.9596996307373",NA,NA,"SFA","10",NA,NA,NA,NA,NA,NA,NA,"Mangaratiba",NA,NA,NA,"17272","auto",NA,NA,"F"
"2330","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","22437","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1940",NA,"Brasil","São Paulo","Rio Claro","-46.1883010864258","-23.5228004455566",NA,NA,"L Gomes","09","16",NA,NA,NA,NA,NA,NA,"Mogi das Cruzes",NA,NA,NA,"28666","auto",NA,NA,"F"
"2331","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","22437","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1940",NA,"Brasil","São Paulo","Rio Claro","-46.1883010864258","-23.5228004455566",NA,NA,"L Gomes","09","16",NA,NA,NA,NA,NA,NA,"Mogi das Cruzes",NA,NA,NA,"28666","auto",NA,NA,"F"
"2332","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","s/n","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1938",NA,"Brasil","Rio de Janeiro",NA,"-43.451099395752","-22.7591991424561",NA,NA,"SFA","04",NA,NA,NA,NA,NA,NA,NA,"Nova Iguaçu",NA,NA,NA,"25743","auto",NA,NA,"F"
"2333","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","21924","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1940",NA,"Brasil","Rio de Janeiro","Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"C Ciardelli e J Mata","05",NA,NA,NA,NA,NA,NA,NA,"Nova Iguaçu",NA,NA,NA,"25743","auto",NA,NA,"F"
"2334","2018-01-11 15:58:31-02","Fiocruz","FIOCRUZ-CMN","22019","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1940",NA,"Brasil","Rio de Janeiro","Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"C Ciardelli e J Mata","08",NA,NA,NA,NA,NA,NA,NA,"Nova Iguaçu",NA,NA,NA,"25743","auto",NA,NA,"F"
"2335","2018-01-11 15:58:28-02","Fiocruz","FIOCRUZ-CMN","12831","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná","Colônia Alexandra","-48.5092010498047","-25.5200004577637",NA,NA,"GB Fairchild","03","06",NA,NA,NA,NA,NA,NA,"Paranaguá",NA,NA,NA,"24916","auto",NA,NA,"F"
"2336","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","12877","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná","Colônia Pereira","-48.5092010498047","-25.5200004577637",NA,NA,"GB Fairchild","03","27",NA,NA,NA,NA,NA,NA,"Paranaguá",NA,NA,NA,"24916","auto",NA,NA,"F"
"2337","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","12879","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná","Colônia Pereira","-48.5092010498047","-25.5200004577637",NA,NA,"GB Fairchild","03","27",NA,NA,NA,NA,NA,NA,"Paranaguá",NA,NA,NA,"24916","auto",NA,NA,"F"
"2338","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","12880","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná","Colônia Pereira","-48.5092010498047","-25.5200004577637",NA,NA,"GB Fairchild","03","27",NA,NA,NA,NA,NA,NA,"Paranaguá",NA,NA,NA,"24916","auto",NA,NA,"F"
"2339","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","12880","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná","Colônia Pereira","-48.5092010498047","-25.5200004577637",NA,NA,"GB Fairchild","03","27",NA,NA,NA,NA,NA,NA,"Paranaguá",NA,NA,NA,"24916","auto",NA,NA,"F"
"2340","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","12877","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná","Colônia Pereira","-48.5092010498047","-25.5200004577637",NA,NA,"GB Fairchild","03","27",NA,NA,NA,NA,NA,NA,"Paranaguá",NA,NA,NA,"24916","auto",NA,NA,"F"
"2341","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","12880","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná","Colônia Pereira","-48.5092010498047","-25.5200004577637",NA,NA,"GB Fairchild","03","27",NA,NA,NA,NA,NA,NA,"Paranaguá",NA,NA,NA,"24916","auto",NA,NA,"F"
"2342","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","12880","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná","Colônia Pereira","-48.5092010498047","-25.5200004577637",NA,NA,"GB Fairchild","03","27",NA,NA,NA,NA,NA,NA,"Paranaguá",NA,NA,NA,"24916","auto",NA,NA,"F"
"2343","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","12880","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná","Colônia Pereira","-48.5092010498047","-25.5200004577637",NA,NA,"GB Fairchild","03","27",NA,NA,NA,NA,NA,NA,"Paranaguá",NA,NA,NA,"24916","auto",NA,NA,"F"
"2344","2018-01-11 15:58:30-02","Fiocruz","FIOCRUZ-CMN","12880","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná","Colônia Pereira","-48.5092010498047","-25.5200004577637",NA,NA,"GB Fairchild","03","27",NA,NA,NA,NA,NA,NA,"Paranaguá",NA,NA,NA,"24916","auto",NA,NA,"F"
"2345","2018-01-11 15:58:28-02","Fiocruz","FIOCRUZ-CMN","12834","S","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","homunculus","Anopheles homunculus","Komp, 1937","1937",NA,"Brasil","Paraná","Colônia Quintilha","-48.5092010498047","-25.5200004577637",NA,NA,"GB Fairchild","03","08",NA,NA,NA,NA,NA,NA,"Paranaguá",NA,NA,NA,"24916","auto",NA,NA,"F"
